time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1697270480.13046384,0.01186257,22537,0.00187268,0.00000000,0,0.00000000,0,4192,1509,0.00000000
1697270480.23053718,0.01170613,22517,0.00218514,0.00000000,0,0.00000000,0,4476,1451,0.01203406
1697270480.33073139,0.01143106,22505,0.00177373,0.00000000,0,0.00000000,0,4674,1106,0.01052880
1697270480.43078351,0.01141581,22493,0.00179415,0.00000000,0,0.00000000,0,5040,1253,0.01991873
1697270480.53069043,0.01200907,22503,0.00232554,0.00000000,0,0.00000000,0,5744,1810,0.01136388
1697270480.63041735,0.01226572,22526,0.00272457,0.00000000,0,0.00000000,0,7046,2341,0.01333218
1697270480.73073268,0.01117658,22511,0.00161913,0.00000000,0,0.00000000,0,7239,904,0.01085315
1697270480.83077168,0.01146178,22533,0.00168838,0.00000000,0,0.00000000,0,7548,1194,0.01088399
1697270480.93029618,0.01364872,22518,0.00121672,0.00000000,0,0.00000000,0,7907,732,0.01092319
1697270481.03054237,0.01393740,22505,0.00148667,0.00000000,0,0.00000000,0,8424,1169,0.00951138
1697270481.13066149,0.01462726,22507,0.00214164,0.00000000,0,0.00000000,0,9195,1981,0.01109900
1697270481.23038006,0.01405414,22507,0.00164441,0.00000000,0,0.00000000,0,9316,1357,0.01711047
1697270481.33010745,0.01387050,22487,0.00137791,0.00000000,0,0.00000000,0,9752,841,0.01099628
1697270481.43076229,0.01207594,22477,0.00213137,0.00000000,0,0.00000000,0,9947,1710,0.01110104
1697270481.53028703,0.01259856,22529,0.00261662,0.00000000,0,0.00000000,0,10501,1928,0.01106949
1697270481.63005543,0.01223887,22520,0.00212847,0.00000000,0,0.00000000,0,10575,1712,0.01089074
1697270481.73007917,0.01116928,22483,0.00107510,0.00000000,0,0.00000000,0,10712,1118,0.01122585
1697270481.83045816,0.01772568,22484,0.00202979,0.00000000,0,0.00000000,0,10908,1053,0.01121049
1697270481.93050694,0.01098755,22486,0.00089660,0.00000000,0,0.00000000,0,10984,576,0.01098949
1697270482.03090787,0.01091751,22469,0.00074053,0.00000000,0,0.00000000,0,11137,614,0.01071915
1697270482.13061571,0.01127773,22477,0.00114904,0.00000000,0,0.00000000,0,11122,826,0.01119570
1697270482.23042345,0.01204262,22496,0.00165352,0.00000000,0,0.00000000,0,11223,1374,0.01123218
1697270482.33029985,0.01161120,22485,0.00138311,0.00000000,0,0.00000000,0,11370,1351,0.02211425
1697270482.43068480,0.01160025,22527,0.00112773,0.00000000,0,0.00000000,0,11526,1316,0.02012353
1697270482.52996063,0.01158211,22560,0.00105846,0.00000000,0,0.00000000,0,11733,1190,0.01080096
1697270482.63072395,0.01207945,22490,0.00132760,0.00000000,0,0.00000000,0,11920,1274,0.01091917
1697270482.73065591,0.01206375,22513,0.00129118,0.00000000,0,0.00000000,0,11847,1267,0.01115407
1697270482.82988644,0.01228391,22521,0.00135369,0.00000000,0,0.00000000,0,12117,1427,0.01101280
1697270482.93071508,0.01242888,22505,0.00140791,0.00000000,0,0.00000000,0,11790,1303,0.01099500
1697270483.03054690,0.01208062,22525,0.00118677,0.00000000,0,0.00000000,0,11981,1183,0.00967918
1697270483.13065386,0.01200705,22509,0.00092734,0.00000000,0,0.00000000,0,11990,890,0.01091979
1697270483.23069382,0.01209937,22501,0.00108577,0.00000000,0,0.00000000,0,12088,1153,0.01067115
1697270483.33058000,0.01213782,22515,0.00103075,0.00000000,0,0.00000000,0,12081,1139,0.01383373
1697270483.43042278,0.01240359,22523,0.00122812,0.00000000,0,0.00000000,0,12163,1454,0.01125249
1697270483.53034472,0.01285259,22475,0.00178839,0.00000000,0,0.00000000,0,12373,1786,0.01082885
1697270483.63051081,0.01289842,22510,0.00191897,0.00000000,0,0.00000000,0,12969,1957,0.01107942
1697270483.72990489,0.01333112,22505,0.00217428,0.00000000,0,0.00000000,0,13343,1909,0.01163930
1697270483.83019400,0.01298846,22517,0.00178863,0.00000000,0,0.00000000,0,13838,1723,0.01076316
1697270483.93054938,0.01334987,22514,0.00208241,0.00000000,0,0.00000000,0,14197,1642,0.01091931
1697270484.03064036,0.01296710,22477,0.00166402,0.00000000,0,0.00000000,0,14210,1523,0.01360904
1697270484.13056183,0.01298983,22530,0.00164005,0.00000000,0,0.00000000,0,14336,1401,0.00923988
1697270484.23053885,0.01316709,22506,0.00174391,0.00000000,0,0.00000000,0,14383,1467,0.01169391
1697270484.33014989,0.01333088,22503,0.00201176,0.00000000,0,0.00000000,0,14621,1908,0.01054000
1697270484.43040133,0.01335725,22509,0.00173636,0.00000000,0,0.00000000,0,14832,1699,0.01123501
1697270484.53047013,0.01323180,22516,0.00191055,0.00000000,0,0.00000000,0,14693,1375,0.01105206
1697270484.63045216,0.01333197,22495,0.00204545,0.00000000,0,0.00000000,0,14824,1750,0.01066023
1697270484.72984362,0.01284222,22490,0.00161270,0.00000000,0,0.00000000,0,14917,1683,0.00928126
1697270484.83038592,0.01261261,22491,0.00130889,0.00000000,0,0.00000000,0,14979,1381,0.01089475
1697270484.93050218,0.01237844,22503,0.00111301,0.00000000,0,0.00000000,0,15052,1261,0.01095578
1697270485.02955770,0.01238675,22496,0.00113975,0.00000000,0,0.00000000,0,15107,1288,0.01168355
1697270485.13017893,0.01234605,22518,0.00109594,0.00000000,0,0.00000000,0,15175,1222,0.01079485
1697270485.23047256,0.01276687,22484,0.00140750,0.00000000,0,0.00000000,0,15204,1524,0.01165692
1697270485.33063078,0.01356051,22500,0.00219865,0.00000000,0,0.00000000,0,15269,1931,0.01156425
1697270485.43075585,0.01301320,22509,0.00172178,0.00000000,0,0.00000000,0,15348,1756,0.01095558
1697270485.53016400,0.01294618,22503,0.00159848,0.00000000,0,0.00000000,0,15484,1513,0.01066938
1697270485.63033175,0.01296505,22511,0.00152643,0.00000000,0,0.00000000,0,15570,1607,0.01096037
1697270485.73052955,0.01290085,22507,0.00158343,0.00000000,0,0.00000000,0,15689,1630,0.01098202
1697270485.83048415,0.01267657,22503,0.00138403,0.00000000,0,0.00000000,0,15792,1618,0.00797854
1697270485.92979074,0.01287039,22513,0.00136066,0.00000000,0,0.00000000,0,15885,1349,0.01951112
1697270486.02965641,0.01273149,22494,0.00113510,0.00000000,0,0.00000000,0,16024,1118,0.00859620
1697270486.12971306,0.01321504,22484,0.00156513,0.00000000,0,0.00000000,0,15941,1368,0.01087110
1697270486.23016572,0.01314449,22500,0.00159552,0.00000000,0,0.00000000,0,16196,1529,0.01087388
1697270486.33012509,0.01337431,22487,0.00188793,0.00000000,0,0.00000000,0,16471,1731,0.01057613
1697270486.43076515,0.01385109,22477,0.00233758,0.00000000,0,0.00000000,0,16908,1954,0.00966403
1697270486.53019595,0.01379443,22499,0.00236501,0.00000000,0,0.00000000,0,17845,2319,0.01113902
1697270486.63044333,0.01387640,22482,0.00250605,0.00000000,0,0.00000000,0,18536,2213,0.01206025
1697270486.73041701,0.01387446,22478,0.00240879,0.00000000,0,0.00000000,0,19180,2059,0.01089057
1697270486.83013582,0.01432661,22505,0.00277249,0.00000000,0,0.00000000,0,19338,1855,0.01094543
1697270486.92969489,0.01400735,22489,0.00237905,0.00000000,0,0.00000000,0,19332,1632,0.01132826
1697270487.03064013,0.01380119,22510,0.00217308,0.00000000,0,0.00000000,0,19331,1551,0.01470443
1697270487.12980151,0.01396152,22518,0.00222147,0.00000000,0,0.00000000,0,19210,1573,0.01048067
1697270487.23012114,0.01372916,22526,0.00199875,0.00000000,0,0.00000000,0,19194,1465,0.00936508
1697270487.33291912,0.01373020,22535,0.00194024,0.00000000,0,0.00000000,0,18894,1306,0.01089284
1697270487.43029594,0.01442873,22517,0.00269515,0.00000000,0,0.00000000,0,18294,1370,0.01126388
1697270487.53028274,0.01339781,22518,0.00157300,0.00000000,0,0.00000000,0,18451,1457,0.01074997
1697270487.63044024,0.01363963,22521,0.00205659,0.00000000,0,0.00000000,0,18588,1621,0.01156662
1697270487.73008776,0.01368239,22514,0.00184599,0.00000000,0,0.00000000,0,19088,1930,0.01107800
1697270487.83010316,0.01358501,22546,0.00210095,0.00000000,0,0.00000000,0,19544,1827,0.01056208
1697270487.93025851,0.01362819,22500,0.00190154,0.00000000,0,0.00000000,0,19907,1642,0.00928708
1697270488.03002048,0.01356900,22533,0.00186974,0.00000000,0,0.00000000,0,19973,1371,0.01123182
1697270488.12996721,0.01331031,22517,0.00156278,0.00000000,0,0.00000000,0,19864,1060,0.01109293
1697270488.23033071,0.01325131,22563,0.00141953,0.00000000,0,0.00000000,0,19753,1123,0.01079739
1697270488.33020759,0.01293898,22533,0.00120068,0.00000000,0,0.00000000,0,19761,1013,0.01096356
1697270488.42966390,0.01720078,22515,0.00111747,0.00000000,0,0.00000000,0,19795,1066,0.01044140
1697270488.52998114,0.01292647,22560,0.00097412,0.00000000,0,0.00000000,0,19835,967,0.01061666
1697270488.62983584,0.01279858,22550,0.00089861,0.00000000,0,0.00000000,0,19898,859,0.01025826
1697270488.73000169,0.01266833,22553,0.00082879,0.00000000,0,0.00000000,0,19875,740,0.00951213
1697270488.83074164,0.01258294,22606,0.00079706,0.00000000,0,0.00000000,0,19817,730,0.01124048
1697270488.93032765,0.01296418,22585,0.00121124,0.00000000,0,0.00000000,0,19404,837,0.01057322
1697270489.03038454,0.01280608,22577,0.00113099,0.00000000,0,0.00000000,0,19443,1092,0.01042519
1697270489.13023949,0.01280367,22522,0.00112328,0.00000000,0,0.00000000,0,19478,1039,0.01084914
1697270489.22971296,0.01273415,22423,0.00101666,0.00000000,0,0.00000000,0,19573,975,0.01069691
1697270489.33000278,0.01272326,22443,0.00095788,0.00000000,0,0.00000000,0,19521,797,0.01029813
1697270489.43032789,0.01277170,22481,0.00105738,0.00000000,0,0.00000000,0,19495,1055,0.01058949
1697270489.53018379,0.01272420,22491,0.00112224,0.00000000,0,0.00000000,0,19468,1020,0.01046828
1697270489.63000488,0.01265207,22501,0.00092950,0.00000000,0,0.00000000,0,19504,889,0.01263706
1697270489.73025346,0.01254062,22550,0.00075564,0.00000000,0,0.00000000,0,19524,641,0.01296256
1697270489.83016610,0.01262862,22535,0.00092607,0.00000000,0,0.00000000,0,19483,695,0.01058850
1697270489.93017960,0.01228712,22490,0.00044943,0.00000000,0,0.00000000,0,19544,381,0.01056376
1697270490.03052711,0.01215707,22524,0.00036522,0.00000000,0,0.00000000,0,19580,271,0.01068995
1697270490.13020182,0.01213608,22536,0.00036734,0.00000000,0,0.00000000,0,19506,211,0.01685757
1697270490.23017812,0.01223555,22539,0.00031309,0.00000000,0,0.00000000,0,19520,255,0.01224455
1697270490.33017492,0.01185520,22639,0.00026814,0.00000000,0,0.00000000,0,19535,207,0.01060634
1697270490.43007588,0.01208807,22673,0.00029896,0.00000000,0,0.00000000,0,19573,232,0.01075907
1697270490.53024650,0.01200447,22705,0.00038375,0.00000000,0,0.00000000,0,19552,335,0.01073689
1697270490.62969875,0.01230439,22730,0.00051961,0.00000000,0,0.00000000,0,19539,437,0.01039372
1697270490.73006582,0.01242995,22720,0.00079280,0.00000000,0,0.00000000,0,19511,745,0.00927545
1697270490.83027124,0.01283969,22763,0.00124238,0.00000000,0,0.00000000,0,19491,1088,0.01037253
1697270490.93017864,0.01328733,22762,0.00167827,0.00000000,0,0.00000000,0,19666,1533,0.01064333
1697270491.02978659,0.01383706,22786,0.00231581,0.00000000,0,0.00000000,0,19828,1974,0.01077935
1697270491.12969255,0.01354872,22796,0.00216057,0.00000000,0,0.00000000,0,20507,2038,0.01459364
1697270491.23024750,0.01353057,22777,0.00218430,0.00000000,0,0.00000000,0,21201,2100,0.01084792
1697270491.33012342,0.01392455,22787,0.00250762,0.00000000,0,0.00000000,0,21444,1864,0.01157771
1697270491.43004036,0.01408397,22821,0.00257699,0.00000000,0,0.00000000,0,21111,1371,0.01071100
1697270491.52948165,0.01337032,22841,0.00179111,0.00000000,0,0.00000000,0,20907,1099,0.01056685
1697270491.62962770,0.01351109,22828,0.00181387,0.00000000,0,0.00000000,0,20767,1205,0.01091310
1697270491.73022699,0.01312934,22802,0.00143385,0.00000000,0,0.00000000,0,20697,1118,0.01106247
1697270491.83004642,0.01286178,22738,0.00110172,0.00000000,0,0.00000000,0,20671,1013,0.01064817
1697270491.93020439,0.01244401,22577,0.00099480,0.00000000,0,0.00000000,0,20681,913,0.01061633
1697270492.03035188,0.01233334,22528,0.00088175,0.00000000,0,0.00000000,0,20738,934,0.01051483
1697270492.13011575,0.01264545,22559,0.00121681,0.00000000,0,0.00000000,0,20633,881,0.01057149
1697270492.23062396,0.01245399,22542,0.00091861,0.00000000,0,0.00000000,0,20638,900,0.01099753
1697270492.32952595,0.01240422,22487,0.00084440,0.00000000,0,0.00000000,0,20641,837,0.01062649
1697270492.43050575,0.01247720,22471,0.00090075,0.00000000,0,0.00000000,0,20637,859,0.01061587
1697270492.53007793,0.01257423,22468,0.00091062,0.00000000,0,0.00000000,0,20601,815,0.01074411
1697270492.62984490,0.01267840,22469,0.00091284,0.00000000,0,0.00000000,0,20595,844,0.01076995
1697270492.73016715,0.01219325,22377,0.00069706,0.00000000,0,0.00000000,0,20639,617,0.01054049
1697270492.82985330,0.01235146,22567,0.00078948,0.00000000,0,0.00000000,0,20602,589,0.01198514
1697270492.92958331,0.01218262,22720,0.00065299,0.00000000,0,0.00000000,0,20642,514,0.01135566
1697270493.03022027,0.01270262,22821,0.00090067,0.00000000,0,0.00000000,0,20694,862,0.01066724
1697270493.12968159,0.01295522,22709,0.00118864,0.00000000,0,0.00000000,0,20658,901,0.00950134
1697270493.22991800,0.01331365,22764,0.00152306,0.00000000,0,0.00000000,0,20548,1138,0.01061453
1697270493.32961154,0.01342744,22764,0.00165477,0.00000000,0,0.00000000,0,20546,1348,0.01290591
1697270493.42972708,0.01308929,22784,0.00153794,0.00000000,0,0.00000000,0,20634,1508,0.01390615
1697270493.52966094,0.01339916,22753,0.00176604,0.00000000,0,0.00000000,0,20696,1565,0.01119808
1697270493.62953258,0.01312770,22794,0.00164210,0.00000000,0,0.00000000,0,20759,1606,0.01077060
1697270493.73024607,0.01353149,22796,0.00187347,0.00000000,0,0.00000000,0,20739,1603,0.01070319
1697270493.83037472,0.01415257,22793,0.00194404,0.00000000,0,0.00000000,0,20849,1783,0.01063598
1697270493.92993522,0.01316921,22798,0.00165102,0.00000000,0,0.00000000,0,21042,1665,0.01057649
1697270494.02937102,0.01511933,22796,0.00288128,0.00000000,0,0.00000000,0,21072,1643,0.01057085
1697270494.13033414,0.01321429,22779,0.00164366,0.00000000,0,0.00000000,0,21167,1458,0.01091468
1697270494.22963190,0.01307997,22836,0.00161850,0.00000000,0,0.00000000,0,21227,1505,0.01266831
1697270494.32948208,0.01315656,22836,0.00169728,0.00000000,0,0.00000000,0,21351,1169,0.01037450
1697270494.42996287,0.01270032,22811,0.00119398,0.00000000,0,0.00000000,0,20040,1036,0.01130433
1697270494.53035593,0.01258279,22854,0.00126735,0.00000000,0,0.00000000,0,20108,1177,0.01083641
1697270494.63025188,0.01266603,22865,0.00113612,0.00000000,0,0.00000000,0,20179,1098,0.01696144
1697270494.73031163,0.01276703,22967,0.00101388,0.00000000,0,0.00000000,0,20321,1013,0.01105192
1697270494.83046365,0.01291214,22936,0.00177548,0.00000000,0,0.00000000,0,20409,1606,0.01042093
1697270494.93029165,0.01331864,22910,0.00209543,0.00000000,0,0.00000000,0,20376,1753,0.00957788
1697270495.03050733,0.01313618,22877,0.00197153,0.00000000,0,0.00000000,0,20471,1904,0.01671875
1697270495.13050914,0.01297874,22958,0.00163467,0.00000000,0,0.00000000,0,20412,1446,0.01066112
1697270495.22972822,0.01273300,22903,0.00145431,0.00000000,0,0.00000000,0,20240,1181,0.01090344
1697270495.32962966,0.01227712,22912,0.00083378,0.00000000,0,0.00000000,0,20238,701,0.01055817
1697270495.42961001,0.01180456,22793,0.00057670,0.00000000,0,0.00000000,0,20207,356,0.01094944
1697270495.52994728,0.01196852,22667,0.00049809,0.00000000,0,0.00000000,0,20184,315,0.01109121
1697270495.63028717,0.01174980,22578,0.00045374,0.00000000,0,0.00000000,0,20152,317,0.00966639
1697270495.73014402,0.01181355,22510,0.00043084,0.00000000,0,0.00000000,0,20153,302,0.00924284
1697270495.82997179,0.01207623,22579,0.00064300,0.00000000,0,0.00000000,0,20105,521,0.01082628
1697270495.93033123,0.01198705,22682,0.00053955,0.00000000,0,0.00000000,0,20147,456,0.01087969
1697270496.03037620,0.01199656,22634,0.00062242,0.00000000,0,0.00000000,0,20189,596,0.01055368
1697270496.12963200,0.01213918,22502,0.00063606,0.00000000,0,0.00000000,0,20194,545,0.01027453
1697270496.23018956,0.01203048,22335,0.00064396,0.00000000,0,0.00000000,0,20268,782,0.01062333
1697270496.33011246,0.01219567,22303,0.00078801,0.00000000,0,0.00000000,0,20332,678,0.01060635
1697270496.43030286,0.01211141,22186,0.00084439,0.00000000,0,0.00000000,0,20303,803,0.01066287
1697270496.52985692,0.01158715,22068,0.00043275,0.00000000,0,0.00000000,0,20332,470,0.01080144
1697270496.62987995,0.01194079,22198,0.00071077,0.00000000,0,0.00000000,0,20333,587,0.01670696
1697270496.72998309,0.01214115,22216,0.00085765,0.00000000,0,0.00000000,0,20249,637,0.01042408
1697270496.82953453,0.01228745,22190,0.00102432,0.00000000,0,0.00000000,0,20190,822,0.01067032
1697270496.93034244,0.01229863,22207,0.00098517,0.00000000,0,0.00000000,0,20186,796,0.01116650
1697270497.03002810,0.01256420,22187,0.00115643,0.00000000,0,0.00000000,0,20292,951,0.01048331
1697270497.12994313,0.01229537,22229,0.00101875,0.00000000,0,0.00000000,0,20329,924,0.01035515
1697270497.23000908,0.01274964,22355,0.00125230,0.00000000,0,0.00000000,0,20526,1310,0.01059247
1697270497.32977986,0.01324415,22345,0.00185614,0.00000000,0,0.00000000,0,20342,1297,0.01062453
1697270497.42956352,0.01272350,22623,0.00127769,0.00000000,0,0.00000000,0,20442,1243,0.01009924
1697270497.53009391,0.01234809,22728,0.00110386,0.00000000,0,0.00000000,0,20443,1170,0.01056221
1697270497.63018489,0.01261735,22759,0.00125926,0.00000000,0,0.00000000,0,20431,1229,0.01036473
1697270497.73005223,0.01234174,22742,0.00101645,0.00000000,0,0.00000000,0,20493,1242,0.01056328
1697270497.82967043,0.01257273,22811,0.00113437,0.00000000,0,0.00000000,0,20477,1228,0.01084479
1697270497.92999291,0.01245560,22878,0.00106353,0.00000000,0,0.00000000,0,20434,1009,0.01024240
1697270498.03031111,0.01241114,22833,0.00095442,0.00000000,0,0.00000000,0,20508,882,0.01277884
1697270498.13013887,0.01234162,22830,0.00078758,0.00000000,0,0.00000000,0,20450,559,0.01055499
1697270498.22970104,0.01173743,22813,0.00049546,0.00000000,0,0.00000000,0,20515,313,0.01030816
1697270498.33020234,0.01177748,22842,0.00035296,0.00000000,0,0.00000000,0,20538,178,0.01058499
1697270498.42989111,0.01571426,22855,0.00036252,0.00000000,0,0.00000000,0,20536,181,0.01035917
1697270498.52974105,0.01175135,22920,0.00037463,0.00000000,0,0.00000000,0,20556,257,0.01039057
1697270498.62970972,0.01193943,22866,0.00052709,0.00000000,0,0.00000000,0,20612,358,0.00914755
1697270498.72981262,0.01205159,22904,0.00064491,0.00000000,0,0.00000000,0,20592,608,0.01041968
1697270498.83003998,0.01209251,22871,0.00066256,0.00000000,0,0.00000000,0,20618,557,0.01031377
1697270498.92965984,0.01212187,22856,0.00059711,0.00000000,0,0.00000000,0,20653,559,0.00910873
1697270499.03013682,0.01234338,22856,0.00068629,0.00000000,0,0.00000000,0,20654,514,0.01078284
1697270499.12994051,0.01218801,22806,0.00069488,0.00000000,0,0.00000000,0,20711,785,0.01067229
1697270499.23010802,0.01215591,22788,0.00080983,0.00000000,0,0.00000000,0,20709,714,0.01195219
1697270499.32989240,0.01212227,22808,0.00078528,0.00000000,0,0.00000000,0,20635,770,0.01078770
1697270499.42963481,0.01251284,22853,0.00107617,0.00000000,0,0.00000000,0,20632,993,0.01047162
1697270499.52973437,0.01239696,22809,0.00110166,0.00000000,0,0.00000000,0,20780,1287,0.00891123
1697270499.62995839,0.01261638,22778,0.00114500,0.00000000,0,0.00000000,0,20903,1299,0.01119764
1697270499.72987914,0.01241413,22768,0.00103620,0.00000000,0,0.00000000,0,20952,1072,0.01041231
1697270499.82981324,0.01223479,22770,0.00081174,0.00000000,0,0.00000000,0,20993,772,0.01153325
1697270499.93007421,0.01222635,22822,0.00082285,0.00000000,0,0.00000000,0,20994,865,0.01056288
1697270500.02988100,0.01238208,22691,0.00091582,0.00000000,0,0.00000000,0,20993,890,0.00994148
1697270500.12963223,0.01232185,22633,0.00092885,0.00000000,0,0.00000000,0,20969,953,0.00849843
1697270500.22959471,0.01226347,22596,0.00080455,0.00000000,0,0.00000000,0,21053,817,0.01051401
1697270500.32980227,0.01225232,22719,0.00086983,0.00000000,0,0.00000000,0,21072,981,0.01071694
1697270500.42957163,0.01220206,22733,0.00078875,0.00000000,0,0.00000000,0,21131,849,0.01142107
1697270500.52979755,0.01223903,22760,0.00081982,0.00000000,0,0.00000000,0,21199,977,0.00832814
1697270500.63005447,0.01232110,22777,0.00081631,0.00000000,0,0.00000000,0,21191,756,0.01071837
1697270500.72998500,0.01233667,22721,0.00103965,0.00000000,0,0.00000000,0,21151,1032,0.01022162
